k,bin_mid_years,hazard_per_year_empirical,hazard_per_year_exact_erlang,rel_err,survival_left,events_in_bin,n_at_risk_left
5,68.5,0.026312252514913724,0.026725554866317537,0.015464687392691025,0.483615,2545,96723
5,69.5,0.026598568667841747,0.027126710443129344,0.019469436826659723,0.47089,2505,94178
5,70.5,0.026845417952941434,0.027522051599057323,0.0245851456124392,0.458365,2461,91673
5,71.5,0.02728332511321347,0.027911641004552155,0.022510890392872678,0.44606,2434,89212
5,72.5,0.02822143861347346,0.028295544512109652,0.0026189953193682504,0.43389,2449,86778
5,73.5,0.02969322534359473,0.028673830707066673,0.03555139342706748,0.421645,2504,84329
5,74.5,0.02875649251451268,0.029046570498822675,0.00998665175710681,0.409125,2353,81825
5,75.5,0.028613851419367828,0.029413836749286677,0.027197585161624637,0.39736,2274,79472
5,76.5,0.029728749449467604,0.02977570393557444,0.001576939581627772,0.38599,2295,77198
5,77.5,0.02951817684204905,0.030132247844190142,0.020379196577579386,0.374515,2211,74903
5,78.5,0.029494304737797832,0.03048354529412716,0.032451624205269584,0.36346,2144,72692
5,79.5,0.030178034813176845,0.030829673886512265,0.021136748826282813,0.35274,2129,70548
5,80.5,0.030123211388649353,0.0311707117785945,0.03360527656171415,0.342095,2061,68419
5,81.5,0.03136019771542241,0.03150673748004519,0.004651061212402391,0.33179,2081,66358
5,82.5,0.03077306034818053,0.031837829669694895,0.03344352716755293,0.321385,1978,64277
5,83.5,0.03160564375030097,0.032164067030974894,0.017361712377235963,0.311495,1969,62299
5,84.5,0.03119509365158296,0.03248552810446778,0.03972336385405244,0.30165,1882,60330
5,85.5,0.0314467560908842,0.032802291156099596,0.04132440196828542,0.29224,1838,58448
5,86.5,0.03285638579756227,0.033114434059618,0.0077926218395022095,0.28305,1860,56610
5,87.5,0.032,0.03342203419211598,0.042547804958305804,0.27375,1752,54750
5,88.5,0.034039020340390205,0.033725168341454795,0.00930616552474329,0.26499,1804,52998
5,89.5,0.03224987303199594,0.03402391262453767,0.05214096368394479,0.25597,1651,51194
5,90.5,0.03546414226025876,0.03431834241546762,0.033387388904736824,0.247715,1757,49543
5,91.5,0.03279203113882727,0.03460853228270585,0.052487089860967624,0.23893,1567,47786
5,92.5,0.034011986412514336,0.03489455593441706,0.02529247036590684,0.231095,1572,46219
