cv,median_onset_age,monotone_hazard,peak_age,hazard_at_peak,hazard_at_120,post_peak_decline_frac,mc_median_rel_err,mc_max_rel_err,mc_bins_compared
0.0,95.0,True,120.0,0.07890474879669883,0.07890474879669883,0.0,0.052722609645589016,0.26579145617536526,82
0.3,96.0,True,120.0,0.025717636734284222,0.025717636734284222,0.0,0.035675146161837916,0.2944883754762953,89
0.6,105.0,False,101.0,0.011256804639650682,0.01107061171211237,0.016540477826404706,0.03662450348878482,0.1625233433606988,100
0.9,120.0,False,65.0,0.007495980054194994,0.006355027176690575,0.15220863306138405,0.03865794077381548,0.21064313278787344,106
1.2,120.0,False,44.0,0.0062491668402584,0.004341311888377419,0.3052974901534381,0.05734290316498121,0.2663599755000571,110
