cv,age,hazard_analytic,survival_analytic,hazard_mc,events_mc
0.6,93.0,0.011211253440317493,0.5724680571363662,0.010598053654451472,367
0.6,94.0,0.011222590858213794,0.5660825229385735,0.013046523845659914,447
0.6,95.0,0.0112321820176862,0.5597623612852083,0.010823598994529055,366
0.6,96.0,0.011240096931258582,0.5535079208389995,0.012287362850907351,411
0.6,97.0,0.011246403068324178,0.5473194749423206,0.010624129789938859,351
0.6,98.0,0.011251165434280053,0.541197226159991,0.01101355278857038,360
0.6,99.0,0.01125444664895632,0.5351413106145918,0.011847681504624617,383
0.6,100.0,0.011256307024092018,0.5291518021203071,0.01152016028049086,368
0.6,101.0,0.011256804639650682,0.5232287161215384,0.009564225994426146,302
0.6,102.0,0.01125599541880299,0.5173720134426393,0.011671036643857517,365
0.6,103.0,0.01125393320143525,0.5115816038552786,0.01138826878902585,352
0.6,104.0,0.011250669816069396,0.5058573494699208,0.010504957947442484,321
0.6,105.0,0.011246255150104226,0.5001990679579602,0.0115756052387882,350
0.6,106.0,0.01124073721830732,0.4946065356109952,0.010205447366659974,305
0.6,107.0,0.0112341622295071,0.4890794902436398,0.01152766978803962,341
0.6,108.0,0.01122657465144767,0.4836176339462583,0.01012311901504788,296
0.6,109.0,0.011218017273784749,0.47822063569379064,0.011297678275290216,327
0.6,110.0,0.011208531269211808,0.47288813381680217,0.010378446378027047,297
0.6,111.0,0.011198156252715306,0.46761973834069126,0.010699152542372881,303
0.6,112.0,0.011186930338967177,0.46241503319887595,0.009601313488239283,269
0.6,113.0,0.011174890197870007,0.45727357832556953,0.01037912642352602,288
0.6,114.0,0.011162071108275719,0.4521949116336342,0.01034231609613984,284
0.6,115.0,0.011148507009904954,0.4471785508828107,0.011848690020606418,322
0.6,116.0,0.011134230553497746,0.4422239954434196,0.010836374469352797,291
0.6,117.0,0.01111927314922987,0.43733072796050027,0.010842148853668637,288
0.6,118.0,0.011103665013432731,0.4324982159231254,0.011531874405328258,303
0.6,119.0,0.011087435213655563,0.42772591314348773,0.011473894963807177,298
0.6,120.0,0.01107061171211237,0.4230132611501588,0.011451273662070577,294
0.9,1.0,6.063178548787477e-09,0.999999998976829,0.0,0
0.9,2.0,1.7802967265790972e-07,0.9999999391702973,0.0,0
0.9,3.0,1.2414553650453195e-06,0.9999993558689596,0.0,0
0.9,4.0,4.805357521742134e-06,0.9999966339432286,0.0,0
0.9,5.0,1.3461327842242249e-05,0.9999880579684147,1.6666666666666667e-05,1
0.9,6.0,3.068646589371397e-05,0.9999668622930008,0.0,0
0.9,7.0,6.055367406285893e-05,0.9999224756423368,5.0000833347222455e-05,3
0.9,8.0,0.0001072798206456496,0.9998401432805523,0.00011667444496299753,7
0.9,9.0,0.0001747074290997163,0.9997010477286585,0.00016669722782510128,10
0.9,10.0,0.0002658443454357995,0.9994829332312539,0.0002167425265509595,13
