lambda_s,cv,competing_mort,age,hazard_pop
0.0,0.0,False,77.5,0.016618565960959775
0.0,0.0,False,78.5,0.01745644846766765
0.0,0.0,False,79.5,0.018321780410560155
0.0,0.0,False,80.5,0.019214883909748213
0.0,0.0,False,81.5,0.020136069856937493
0.0,0.0,False,82.5,0.021085637783156808
0.0,0.0,False,83.5,0.022063875741281335
0.0,0.0,False,84.5,0.02307106020306016
0.0,0.0,False,85.5,0.02410745597034497
0.0,0.0,False,86.5,0.025173316100207056
0.0,0.0,False,87.5,0.026268881843619783
0.0,0.0,False,88.5,0.027394382597374933
0.0,0.0,False,89.5,0.028550035868894336
0.0,0.0,False,90.5,0.029736047253590466
0.0,0.0,False,91.5,0.030952610424424952
0.0,0.0,False,92.5,0.03219990713330809
0.0,0.0,False,93.5,0.03347810722397874
0.0,0.0,False,94.5,0.03478736865600035
0.0,0.0,False,95.5,0.03612783753950616
0.0,0.0,False,96.5,0.037499648180325286
0.0,0.0,False,97.5,0.038902923135119
0.0,0.0,False,98.5,0.04033777327615754
0.0,0.0,False,99.5,0.041804297865365755
0.0,0.0,False,100.5,0.04330258463726909
0.0,0.0,False,101.5,0.04483270989047014
0.0,0.0,False,102.5,0.04639473858728936
0.0,0.0,False,103.5,0.04798872446120557
0.0,0.0,False,104.5,0.04961471013173379
0.0,0.0,False,105.5,0.05127272722638265
0.0,0.0,False,106.5,0.05296279650933527
0.0,0.0,False,107.5,0.05468492801650406
0.0,0.0,False,108.5,0.05643912119661159
0.0,0.0,False,109.5,0.058225365057957224
0.0,0.0,False,110.5,0.06004363832053164
0.0,0.0,False,111.5,0.06189390957314895
0.0,0.0,False,112.5,0.0637761374352712
0.0,0.0,False,113.5,0.0656902707232044
0.0,0.0,False,114.5,0.06763624862035478
0.0,0.0,False,115.5,0.06961400085123684
0.0,0.0,False,116.5,0.0716234478589337
0.0,0.0,False,117.5,0.07366450098571628
0.0,0.0,False,118.5,0.07573706265653422
0.0,0.0,False,119.5,0.07784102656510052
0.0,0.0,False,120.5,0.07997627786229561
0.0,0.0,True,0.5,5.888288997095935e-13
0.0,0.0,True,1.5,1.4095515821542816e-10
0.0,0.0,True,2.5,1.7857074242174954e-09
0.0,0.0,True,3.5,9.460978714809699e-09
0.0,0.0,True,4.5,3.27449246462508e-08
0.0,0.0,True,5.5,8.797929080596998e-08
0.0,0.0,True,6.5,1.9981099186456212e-07
0.0,0.0,True,7.5,4.0257285983534445e-07
0.0,0.0,True,8.5,7.415123495523601e-07
0.0,0.0,True,9.5,1.2738766326124035e-06
0.0,0.0,True,10.5,2.0698621664309094e-06
0.0,0.0,True,11.5,3.2134364923508434e-06
0.0,0.0,True,12.5,4.803039695581368e-06
0.0,0.0,True,13.5,6.952172649798463e-06
0.0,0.0,True,14.5,9.789878870188205e-06
0.0,0.0,True,15.5,1.3461126510235251e-05
0.0,0.0,True,16.5,1.812709675934111e-05
0.0,0.0,True,17.5,2.3965384630086636e-05
0.0,0.0,True,18.5,3.1170117865330744e-05
0.0,0.0,True,19.5,3.9951999446055495e-05
0.0,0.0,True,20.5,5.053827894063842e-05
0.0,0.0,True,21.5,6.317265770476108e-05
0.0,0.0,True,22.5,7.811513271816332e-05
0.0,0.0,True,23.5,9.56417836296481e-05
0.0,0.0,True,24.5,0.00011604450737485288
0.0,0.0,True,25.5,0.0001396307045320685
0.0,0.0,True,26.5,0.00016672292138953542
0.0,0.0,True,27.5,0.00019765845151291866
0.0,0.0,True,28.5,0.00023278890042383239
0.0,0.0,True,29.5,0.0002724797168290622
0.0,0.0,True,30.5,0.0003171096936753282
0.0,0.0,True,31.5,0.00036707044214578894
0.0,0.0,True,32.5,0.0004227658415617642
0.0,0.0,True,33.5,0.00048461146800619215
0.0,0.0,True,34.5,0.0005530340043438557
0.0,0.0,True,35.5,0.0006284706341772529
0.0,0.0,True,36.5,0.0007113684221459487
0.0,0.0,True,37.5,0.000802183682851113
0.0,0.0,True,38.5,0.0009013813405655884
0.0,0.0,True,39.5,0.0010094342817729965
0.0,0.0,True,40.5,0.001126822702466978
0.0,0.0,True,41.5,0.0012540334520335106
0.0,0.0,True,42.5,0.001391559375435095
0.0,0.0,True,43.5,0.0015398986553154742
0.0,0.0,True,44.5,0.0016995541555471527
0.0,0.0,True,45.5,0.0018710327676512311
0.0,0.0,True,46.5,0.0020548447614299166
0.0,0.0,True,47.5,0.002251503141066166
0.0,0.0,True,48.5,0.0024615230078624973
0.0,0.0,True,49.5,0.002685420930711528
0.0,0.0,True,50.5,0.002923714325314541
